user.id,age
2,26.0750482592478
8,25.90506787106393
9,23.353113243543707
10,25.83076600270764
11,24.323141914483646
13,16.004422211462906
20,23.58686928074942
26,20.76316510228319
27,17.929391790250158
29,25.891228057248984
31,25.2563378817688
33,15.740270705051651
35,20.81704225524524
36,27.310262910865166
38,26.9607672051991
48,24.05461441589503
49,22.156666411760835
53,18.771715053056802
54,19.389248390108843
59,29.075635635038772
66,25.77408029254502
68,25.379558999990188
72,22.494009753095114
76,16.13445231183158
83,22.782734217796538
89,32.33989322280691
90,21.800169724860055
91,20.485749851054305
94,22.78461365849038
95,24.592239852865692
96,25.78498164909613
101,18.491799094359518
105,19.48142196324955
108,19.99812646576748
115,19.080753121002886
119,22.103188387064797
120,22.50671823937476
123,22.149277314794368
124,18.903891800404026
126,17.467743006598802
134,22.717189202972314
137,24.455735539891148
140,22.22770607021827
142,23.7062220590159
144,26.35867425028389
145,27.534721867111454
146,22.57147097027009
147,28.38006377711956
154,26.65747914068659
155,30.315774973753342
157,21.994649637533865
166,23.348670539429786
167,20.190033493035763
169,22.584686917116837
172,16.05348654971024
175,26.39371970906065
183,22.94299938726088
184,20.973253106504604
185,22.307345320308404
188,23.056986120105535
194,17.456867937649772
200,20.541882939228753
204,17.787068193221284
216,19.282623751466975
217,19.37907198881475
221,26.8038365091859
222,27.048284086495006
223,19.68423657132358
229,20.158573380463977
230,18.545636320365897
232,24.168781805711426
236,22.857625996078355
240,23.856709061054275
242,21.906102131623264
246,21.9951631615756
247,14.863315723691088
250,26.68056096597963
260,23.058536085038416
263,25.040674971262078
265,16.55435447173464
267,18.772683439527082
270,23.250246097526407
271,19.43999484547704
273,17.281017107565933
275,25.230895438528965
276,20.641730743580577
277,17.188983956134614
282,23.704082679190773
283,22.278232440013106
288,19.355538367896642
289,18.790342295473803
290,17.512272667246457
298,22.02189049721856
300,18.314388936230305
303,20.949593887400795
304,19.11729813537356
305,23.59068852638112
306,23.866009993197316
307,19.231420162021568
312,25.795380547202
320,25.392666039310196
321,18.877302583620086
323,18.588998020375122
325,14.63401193679482
327,23.93153818836383
330,17.959643869644374
331,20.151686612722994
332,22.870336211488244
333,14.363658772274892
334,16.52005566553237
339,20.989794896994674
341,24.606890817035495
342,25.242829524115095
354,18.128640193267284
355,22.200510752768356
364,24.922286245417677
365,20.809219333813324
370,23.835008052812526
378,21.299983740783983
379,21.751716767697275
387,18.11936409032729
392,25.901597744194547
401,20.716423509246027
402,15.719118637180946
406,17.978274928534603
408,22.357159682470055
409,20.42182275367612
410,21.442106095060197
411,16.544173386939644
413,18.85829474254628
416,21.89116992134878
417,22.50762582995808
421,20.130802443233943
424,19.650922391648482
426,29.880083947201772
430,17.69142995203992
432,22.51085267992039
433,26.264014139727493
434,17.318835261368026
435,24.714914519007646
436,26.929558525069137
440,26.155723699395413
446,16.167758868689575
451,22.434922339028002
452,26.716317508235054
453,23.239459814725418
454,21.482625430945383
458,23.54324171170525
462,20.998756764023206
465,24.278139001632095
466,29.1872225015562
468,26.19292164952773
470,17.55070028199162
471,20.82863419215822
477,27.52467992544911
480,19.8633603152109
485,19.854927202751668
486,28.22038993238248
488,21.524181310538943
496,27.90319239194926
502,27.855336832399423
503,30.97244798446898
504,22.109667375620923
505,22.480322777009885
506,23.425159783313845
507,18.257738117658093
513,30.504523857284546
515,23.4564345312301
516,20.297484314262565
517,17.707186444438474
521,26.021683110860806
526,18.128226781211897
529,19.311689136783095
530,15.311823018729445
534,17.813349028431173
536,24.94202082036695
538,15.737378573357551
542,22.853853403372305
546,20.70858418565082
552,24.694357026909014
561,26.38231977934807
563,18.83052076971626
564,21.748672263170246
569,18.857404538900845
572,24.40434181957261
574,25.252399113539624
577,24.496864469001952
578,20.283666802327332
584,18.262426279700417
587,21.210746968757697
588,18.004321754131148
589,20.779565090717337
596,19.594767157079634
597,20.820471012705255
598,16.846605978846338
602,25.556325926957008
604,19.13154290405748
607,21.66987930471006
609,17.07121616650181
613,27.35160031655849
617,31.053809673985423
620,17.481058591620613
624,17.61314329680044
626,17.301665267362488
633,19.742542800158123
639,20.147852521904802
640,28.614100089880306
646,19.696012610832426
647,20.675757368135567
650,22.497915977299133
662,20.64846002692766
665,18.29121913081637
666,20.2358143527026
670,17.00799826944455
671,22.979688328904537
673,19.58300607970789
